# GO term -> ChEBI (logical-definition cross-products, go-plus.json)
GO:0009181	CHEBI:26396
GO:0009182	CHEBI:26387
GO:0009183	CHEBI:26387
GO:0009184	CHEBI:26387
GO:0009185	CHEBI:17668
GO:0009187	CHEBI:23447
GO:0009188	CHEBI:17668
GO:0009189	CHEBI:73316
GO:0009190	CHEBI:23447
GO:0009191	CHEBI:17668
GO:0009192	CHEBI:73316
GO:0009193	CHEBI:26442
GO:0009194	CHEBI:26442
GO:0009195	CHEBI:26442
GO:0009196	CHEBI:26433
GO:0009197	CHEBI:26433
GO:0009198	CHEBI:26433
GO:0009200	CHEBI:61560
GO:0009201	CHEBI:17972
GO:0009202	CHEBI:61560
GO:0009203	CHEBI:17972
GO:0009204	CHEBI:61560
GO:0009205	CHEBI:26398
GO:0009206	CHEBI:26398
GO:0009207	CHEBI:26398
GO:0009208	CHEBI:26444
GO:0009209	CHEBI:26444
GO:0009210	CHEBI:26444
GO:0009211	CHEBI:26435
GO:0009212	CHEBI:26435
GO:0009213	CHEBI:26435
GO:0009214	CHEBI:23447
GO:0009215	CHEBI:26389
GO:0009216	CHEBI:26389
GO:0009217	CHEBI:26389
GO:0009218	CHEBI:26446
GO:0009219	CHEBI:26436
GO:0009220	CHEBI:26446
GO:0009221	CHEBI:26436
GO:0009222	CHEBI:26446
GO:0009223	CHEBI:26436
GO:0009224	CHEBI:60377
GO:0009225	CHEBI:25609
GO:0009226	CHEBI:25609
GO:0009228	CHEBI:18385
GO:0009229	CHEBI:58937
GO:0009230	CHEBI:18385
GO:0009231	CHEBI:57986
GO:0009232	CHEBI:57986
GO:0009233	CHEBI:25185
GO:0009234	CHEBI:25185
GO:0009235	CHEBI:30411
GO:0009236	CHEBI:30411
GO:0009239	CHEBI:77805
GO:0009240	CHEBI:128769
GO:0009242	CHEBI:60963
GO:0009245	CHEBI:47040
GO:0009246	CHEBI:73774
GO:0009247	CHEBI:33563
GO:0009248	CHEBI:73772
GO:0009250	CHEBI:37163
GO:0009251	CHEBI:37163
GO:0009252	CHEBI:8005
GO:0009253	CHEBI:8005
GO:0009256	CHEBI:57454
GO:0009257	CHEBI:57454
GO:0009258	CHEBI:57454
GO:0009259	CHEBI:26561
GO:0009260	CHEBI:26561
GO:0009261	CHEBI:26561
GO:0009262	CHEBI:140284
GO:0009263	CHEBI:140284
GO:0009264	CHEBI:140284
GO:0009265	CHEBI:19260
GO:0009290	CHEBI:16991
GO:0009298	CHEBI:57527
GO:0009308	CHEBI:32952
GO:0009309	CHEBI:32952
GO:0009310	CHEBI:32952
GO:0009311	CHEBI:50699
GO:0009312	CHEBI:50699
GO:0009313	CHEBI:50699
GO:0009374	CHEBI:57586
GO:0009394	CHEBI:19260
GO:0009395	CHEBI:16247
GO:0009396	CHEBI:37445
GO:0009397	CHEBI:37445
GO:0009398	CHEBI:58210
GO:0009399	CHEBI:28938;CHEBI:17997
GO:0009415	CHEBI:15377
GO:0009416	CHEBI:30212
GO:0009423	CHEBI:29748
GO:0009435	CHEBI:57540
GO:0009436	CHEBI:36655
GO:0009437	CHEBI:17126
GO:0009438	CHEBI:17158
GO:0009440	CHEBI:29195
GO:0009441	CHEBI:29805
GO:0009443	CHEBI:597326
GO:0009445	CHEBI:326268
GO:0009446	CHEBI:326268
GO:0009447	CHEBI:326268
GO:0009449	CHEBI:59888
GO:0009450	CHEBI:59888
GO:0009669	CHEBI:17992;CHEBI:23906
GO:0009670	CHEBI:35142;CHEBI:43474
GO:0009671	CHEBI:15378;CHEBI:17632
GO:0009672	CHEBI:15378
GO:0009674	CHEBI:29101;CHEBI:29103
GO:0009678	CHEBI:15378
GO:0009679	CHEBI:15378;CHEBI:18133
GO:0009684	CHEBI:30854
GO:0009685	CHEBI:24250
GO:0009686	CHEBI:24250
GO:0009687	CHEBI:62071
GO:0009688	CHEBI:62071
GO:0009692	CHEBI:18153
GO:0009693	CHEBI:18153
GO:0009694	CHEBI:58431
GO:0009695	CHEBI:58431
GO:0009696	CHEBI:30762
GO:0009697	CHEBI:30762
GO:0009698	CHEBI:26004
GO:0009699	CHEBI:26004
GO:0009700	CHEBI:24797
GO:0009701	CHEBI:26377
GO:0009708	CHEBI:22750
GO:0009709	CHEBI:65321
GO:0009710	CHEBI:37332
GO:0009711	CHEBI:26385
GO:0009712	CHEBI:33566
GO:0009713	CHEBI:33566
GO:0009715	CHEBI:23086
GO:0009716	CHEBI:60951
GO:0009717	CHEBI:50753
GO:0009718	CHEBI:38697
GO:0009723	CHEBI:18153
GO:0009737	CHEBI:62071
GO:0009739	CHEBI:24250
GO:0009741	CHEBI:22921
GO:0009743	CHEBI:16646
GO:0009744	CHEBI:17992
GO:0009746	CHEBI:18133
GO:0009749	CHEBI:4167
GO:0009750	CHEBI:28757
GO:0009751	CHEBI:30762
GO:0009753	CHEBI:58431
GO:0009759	CHEBI:64962
GO:0009800	CHEBI:23248
GO:0009801	CHEBI:36087
GO:0009802	CHEBI:36087
GO:0009803	CHEBI:23248
GO:0009804	CHEBI:23403
GO:0009805	CHEBI:23403
GO:0009806	CHEBI:25036
GO:0009807	CHEBI:25036
GO:0009808	CHEBI:6457
GO:0009809	CHEBI:6457
GO:0009811	CHEBI:26775
GO:0009812	CHEBI:47916
GO:0009813	CHEBI:47916
GO:0009820	CHEBI:22315
GO:0009821	CHEBI:22315
GO:0009822	CHEBI:22315
GO:0009961	CHEBI:58360
GO:0009969	CHEBI:18233
GO:0009992	CHEBI:15377
GO:0010013	CHEBI:62072
GO:0010021	CHEBI:28057
GO:0010023	CHEBI:26267
GO:0010024	CHEBI:57439
GO:0010025	CHEBI:73702
GO:0010034	CHEBI:30089
GO:0010036	CHEBI:22916
GO:0010037	CHEBI:16526
GO:0010038	CHEBI:25213
GO:0010039	CHEBI:24875
GO:0010040	CHEBI:29033
GO:0010041	CHEBI:29034
GO:0010042	CHEBI:29035
GO:0010043	CHEBI:29105
GO:0010044	CHEBI:63062
GO:0010045	CHEBI:25516
GO:0010120	CHEBI:22990
GO:0010124	CHEBI:18401
GO:0010125	CHEBI:16768
GO:0010126	CHEBI:16768
GO:0010129	CHEBI:27804
GO:0010132	CHEBI:27826
GO:0010136	CHEBI:74266
GO:0010137	CHEBI:74266
GO:0010138	CHEBI:26446
GO:0010139	CHEBI:26436
GO:0010143	CHEBI:23417
GO:0010146	CHEBI:28796
GO:0010147	CHEBI:28796
GO:0010157	CHEBI:49709
GO:0010164	CHEBI:60270
GO:0010166	CHEBI:73702
GO:0010167	CHEBI:17632
GO:0010181	CHEBI:58210
GO:0010189	CHEBI:33234
GO:0010192	CHEBI:74969
GO:0010193	CHEBI:25812
GO:0010200	CHEBI:17029
GO:0010226	CHEBI:49713
GO:0010236	CHEBI:17757
GO:0010238	CHEBI:26271
GO:0010246	CHEBI:60174
GO:0010250	CHEBI:58252
GO:0010253	CHEBI:60981
GO:0010263	CHEBI:52340
GO:0010264	CHEBI:58130
GO:0010266	CHEBI:18385
GO:0010268	CHEBI:22921
GO:0010269	CHEBI:60250
GO:0010272	CHEBI:49468
GO:0010273	CHEBI:23378
GO:0010288	CHEBI:49807
GO:0010289	CHEBI:60190
GO:0010292	CHEBI:37565;CHEBI:58189
GO:0010297	CHEBI:16966
GO:0010299	CHEBI:48828
GO:0010306	CHEBI:60191
GO:0010312	CHEBI:29105
GO:0010314	CHEBI:57795
GO:0010325	CHEBI:74961
GO:0010331	CHEBI:24250
GO:0010336	CHEBI:24250
GO:0010345	CHEBI:60973
GO:0010348	CHEBI:15378;CHEBI:49713
GO:0010351	CHEBI:49713
GO:0010352	CHEBI:49713
GO:0010353	CHEBI:27082
GO:0010379	CHEBI:62069
GO:0010391	CHEBI:17020
GO:0010392	CHEBI:24144
GO:0010393	CHEBI:24174
GO:0010394	CHEBI:60190
GO:0010395	CHEBI:60174
GO:0010398	CHEBI:27343
GO:0010411	CHEBI:18233
GO:0010412	CHEBI:28808
GO:0010413	CHEBI:60938
GO:0010417	CHEBI:60938
GO:0010427	CHEBI:62071
GO:0010477	CHEBI:18422
GO:0010486	CHEBI:15378;CHEBI:29035
GO:0010493	CHEBI:59295
GO:0010509	CHEBI:51349
GO:0010542	CHEBI:17632
GO:0010555	CHEBI:29864
GO:0010585	CHEBI:58359
GO:0010684	CHEBI:52340
GO:0010686	CHEBI:26893
GO:0010814	CHEBI:190692
GO:0010815	CHEBI:132988
GO:0010816	CHEBI:3306
GO:0010876	CHEBI:18059
GO:0010960	CHEBI:18420
GO:0010961	CHEBI:18420
GO:0014046	CHEBI:59905
GO:0014047	CHEBI:14321
GO:0014051	CHEBI:59888
GO:0014071	CHEBI:23453
GO:0014072	CHEBI:24921
GO:0014073	CHEBI:35615
GO:0014074	CHEBI:26401
GO:0014075	CHEBI:32952
GO:0014076	CHEBI:5118
GO:0015012	CHEBI:24499
GO:0015075	CHEBI:24867
GO:0015078	CHEBI:15378
GO:0015079	CHEBI:29103
GO:0015080	CHEBI:49468
GO:0015081	CHEBI:29101
GO:0015083	CHEBI:60272
GO:0015085	CHEBI:29108
GO:0015086	CHEBI:48775
GO:0015087	CHEBI:48828
GO:0015091	CHEBI:29034
GO:0015093	CHEBI:29033
GO:0015094	CHEBI:49807
GO:0015095	CHEBI:18420
GO:0015097	CHEBI:16793
GO:0015098	CHEBI:36264
GO:0015099	CHEBI:25516
GO:0015100	CHEBI:35172
GO:0015104	CHEBI:49870
GO:0015105	CHEBI:29242
GO:0015106	CHEBI:17544
GO:0015107	CHEBI:49709
GO:0015108	CHEBI:17996
GO:0015109	CHEBI:35404
GO:0015110	CHEBI:29195
GO:0015111	CHEBI:16382
GO:0015112	CHEBI:17632
GO:0015113	CHEBI:16301
GO:0015115	CHEBI:26675
GO:0015116	CHEBI:16189
GO:0015117	CHEBI:33542
GO:0015119	CHEBI:47878
GO:0015120	CHEBI:61304
GO:0015121	CHEBI:43474;CHEBI:58702
GO:0015123	CHEBI:30089
GO:0015124	CHEBI:17536
GO:0015125	CHEBI:3098
GO:0015127	CHEBI:57977
GO:0015128	CHEBI:18391
GO:0015129	CHEBI:24996
GO:0015130	CHEBI:36464
GO:0015131	CHEBI:16452
GO:0015132	CHEBI:26333
GO:0015133	CHEBI:33549
GO:0015134	CHEBI:24592
GO:0015135	CHEBI:24297
GO:0015136	CHEBI:26667
GO:0015137	CHEBI:16947
GO:0015138	CHEBI:29806
GO:0015139	CHEBI:16810
GO:0015140	CHEBI:15595
GO:0015141	CHEBI:30031
GO:0015142	CHEBI:35753
GO:0015143	CHEBI:46819
GO:0015144	CHEBI:16646
GO:0015145	CHEBI:35381
GO:0015146	CHEBI:25901
GO:0015147	CHEBI:30849
GO:0015148	CHEBI:18222
GO:0015149	CHEBI:18133
GO:0015150	CHEBI:33984
GO:0015151	CHEBI:60979
GO:0015152	CHEBI:58247
GO:0015153	CHEBI:26546
GO:0015154	CHEBI:36233
GO:0015155	CHEBI:17716
GO:0015156	CHEBI:28053
GO:0015157	CHEBI:50699
GO:0015158	CHEBI:16634
GO:0015159	CHEBI:18154
GO:0015160	CHEBI:28793
GO:0015161	CHEBI:61496
GO:0015164	CHEBI:24302
GO:0015165	CHEBI:61109
GO:0015166	CHEBI:26191
GO:0015167	CHEBI:22605
GO:0015168	CHEBI:17754
GO:0015169	CHEBI:57597
GO:0015171	CHEBI:35238
GO:0015173	CHEBI:33856
GO:0015179	CHEBI:59869
GO:0015180	CHEBI:57972
GO:0015182	CHEBI:58048
GO:0015183	CHEBI:29991
GO:0015184	CHEBI:35491
GO:0015185	CHEBI:59888
GO:0015186	CHEBI:58359
GO:0015187	CHEBI:57305
GO:0015188	CHEBI:58045
GO:0015189	CHEBI:32551
GO:0015190	CHEBI:57427
GO:0015191	CHEBI:57844
GO:0015192	CHEBI:58095
GO:0015193	CHEBI:60039
GO:0015194	CHEBI:33384
GO:0015195	CHEBI:57926
GO:0015196	CHEBI:57912
GO:0015199	CHEBI:17750
GO:0015200	CHEBI:59338
GO:0015203	CHEBI:51349
GO:0015204	CHEBI:16199
GO:0015205	CHEBI:18282
GO:0015207	CHEBI:16708
GO:0015208	CHEBI:16235
GO:0015209	CHEBI:16040
GO:0015210	CHEBI:17568
GO:0015211	CHEBI:26394
GO:0015212	CHEBI:17562
GO:0015213	CHEBI:16704
GO:0015214	CHEBI:26440
GO:0015215	CHEBI:36976
GO:0015216	CHEBI:26395
GO:0015217	CHEBI:456216
GO:0015218	CHEBI:26441
GO:0015220	CHEBI:15354
GO:0015221	CHEBI:16412
GO:0015224	CHEBI:15373
GO:0015225	CHEBI:57586
GO:0015226	CHEBI:17126
GO:0015227	CHEBI:17387
GO:0015228	CHEBI:57287
GO:0015229	CHEBI:38290
GO:0015230	CHEBI:24040
GO:0015231	CHEBI:65340
GO:0015232	CHEBI:30413
GO:0015233	CHEBI:29032
GO:0015234	CHEBI:26948
GO:0015243	CHEBI:27641
GO:0015244	CHEBI:46081
GO:0015245	CHEBI:28868
GO:0015247	CHEBI:60971
GO:0015250	CHEBI:15377
GO:0015252	CHEBI:15378
GO:0015254	CHEBI:17754
GO:0015264	CHEBI:59338
GO:0015265	CHEBI:16199
GO:0015269	CHEBI:29103;CHEBI:29108
GO:0015276	CHEBI:24867;CHEBI:24431
GO:0015277	CHEBI:29101;CHEBI:29103;CHEBI:14321
GO:0015280	CHEBI:29101;CHEBI:24431
GO:0015284	CHEBI:28757
GO:0015294	CHEBI:23906;CHEBI:24431
GO:0015295	CHEBI:15378;CHEBI:24431
GO:0015296	CHEBI:23905;CHEBI:23906
GO:0015304	CHEBI:4167
GO:0015306	CHEBI:23906;CHEBI:35418
GO:0015309	CHEBI:15378;CHEBI:27641
GO:0015310	CHEBI:15378;CHEBI:3015
GO:0015311	CHEBI:15378;CHEBI:63534
GO:0015312	CHEBI:15378;CHEBI:51349
GO:0015313	CHEBI:15378;CHEBI:46081
GO:0015314	CHEBI:15378;CHEBI:40036
GO:0015315	CHEBI:25710;CHEBI:43474
GO:0015317	CHEBI:15378;CHEBI:43474
GO:0015325	CHEBI:57287;CHEBI:57288
GO:0015327	CHEBI:14321;CHEBI:35492
GO:0015333	CHEBI:15378;CHEBI:60466
GO:0015345	CHEBI:15378;CHEBI:28199
GO:0015350	CHEBI:50681
GO:0015355	CHEBI:25384
GO:0015360	CHEBI:15378;CHEBI:30089
GO:0015364	CHEBI:28965;CHEBI:43474
GO:0015366	CHEBI:15378;CHEBI:15595
GO:0015367	CHEBI:15595;CHEBI:16810
GO:0015368	CHEBI:23906;CHEBI:29108
GO:0015369	CHEBI:15378;CHEBI:29108
GO:0015370	CHEBI:24431;CHEBI:29101
GO:0015371	CHEBI:28260;CHEBI:29101
GO:0015373	CHEBI:23905;CHEBI:29101
GO:0015375	CHEBI:29101;CHEBI:57305
GO:0015377	CHEBI:17996;CHEBI:23906
GO:0015378	CHEBI:17996;CHEBI:29101
GO:0015379	CHEBI:17996;CHEBI:29103
GO:0015382	CHEBI:16189;CHEBI:29101
GO:0015383	CHEBI:16189;CHEBI:17544
GO:0015385	CHEBI:15378;CHEBI:29101
GO:0015386	CHEBI:15378;CHEBI:29103
GO:0015387	CHEBI:15378;CHEBI:29103
GO:0015390	CHEBI:29101;CHEBI:35584
GO:0015391	CHEBI:18282;CHEBI:23906
GO:0015394	CHEBI:15378;CHEBI:16704
GO:0015401	CHEBI:16199;CHEBI:29101
GO:0015407	CHEBI:35381
GO:0015408	CHEBI:29034
GO:0015410	CHEBI:29035
GO:0015411	CHEBI:507393
GO:0015412	CHEBI:36264
GO:0015413	CHEBI:25516
GO:0015414	CHEBI:17632
GO:0015415	CHEBI:43474
GO:0015416	CHEBI:16215
GO:0015417	CHEBI:51349
GO:0015418	CHEBI:26469
GO:0015419	CHEBI:16189
GO:0015420	CHEBI:30411
GO:0015421	CHEBI:25676
GO:0015422	CHEBI:50699
GO:0015423	CHEBI:17306
GO:0015424	CHEBI:35238
GO:0015430	CHEBI:57597
GO:0015431	CHEBI:24337
GO:0015432	CHEBI:3098
GO:0015434	CHEBI:48775
GO:0015436	CHEBI:61496
GO:0015437	CHEBI:16412
GO:0015438	CHEBI:30049
GO:0015439	CHEBI:30413
GO:0015440	CHEBI:60466
GO:0015441	CHEBI:28793
GO:0015444	CHEBI:18420
GO:0015445	CHEBI:49468
GO:0015446	CHEBI:48597
GO:0015464	CHEBI:15355
GO:0015483	CHEBI:57560
GO:0015485	CHEBI:16113
GO:0015487	CHEBI:23906;CHEBI:28053
GO:0015489	CHEBI:326268
GO:0015492	CHEBI:15378;CHEBI:28044
GO:0015493	CHEBI:15378;CHEBI:32564
GO:0015494	CHEBI:15378;CHEBI:33856
GO:0015495	CHEBI:15378;CHEBI:59888
GO:0015496	CHEBI:326268;CHEBI:46911
GO:0015498	CHEBI:16454;CHEBI:29101
GO:0015499	CHEBI:15740
GO:0015501	CHEBI:14321;CHEBI:29101
GO:0015504	CHEBI:15378;CHEBI:16040
GO:0015505	CHEBI:17568;CHEBI:23906
GO:0015506	CHEBI:15378;CHEBI:33838
GO:0015513	CHEBI:17632
GO:0015514	CHEBI:16301
GO:0015515	CHEBI:16947;CHEBI:30031
GO:0015516	CHEBI:30031;CHEBI:30929
GO:0015517	CHEBI:15378;CHEBI:28260
GO:0015518	CHEBI:15378;CHEBI:22599
GO:0015519	CHEBI:15378;CHEBI:15936
GO:0015520	CHEBI:15378;CHEBI:77932
GO:0015526	CHEBI:43474;CHEBI:47878
GO:0015527	CHEBI:26707;CHEBI:43474
GO:0015528	CHEBI:15378;CHEBI:17716
GO:0015529	CHEBI:15378;CHEBI:16634
GO:0015530	CHEBI:36208
GO:0015531	CHEBI:15378;CHEBI:16947
GO:0015532	CHEBI:15378;CHEBI:16810
GO:0015533	CHEBI:15378;CHEBI:36208
GO:0015535	CHEBI:15378;CHEBI:33984
GO:0015537	CHEBI:15378;CHEBI:18107
GO:0015538	CHEBI:15378;CHEBI:26667
GO:0015539	CHEBI:23906;CHEBI:24591
GO:0015540	CHEBI:15378;CHEBI:65228
GO:0015541	CHEBI:29195
GO:0015545	CHEBI:60584
GO:0015546	CHEBI:9337
GO:0015550	CHEBI:24175
GO:0015551	CHEBI:65228
GO:0015552	CHEBI:17272
GO:0015553	CHEBI:18107
GO:0015554	CHEBI:30929
GO:0015556	CHEBI:61336
GO:0015558	CHEBI:60903
GO:0015561	CHEBI:15378;CHEBI:26546
GO:0015565	CHEBI:26986
GO:0015567	CHEBI:18310
GO:0015568	CHEBI:17796
GO:0015571	CHEBI:28037
GO:0015572	CHEBI:506227
GO:0015573	CHEBI:22798
GO:0015574	CHEBI:27082
GO:0015575	CHEBI:29864
GO:0015576	CHEBI:30911
GO:0015577	CHEBI:16813
GO:0015578	CHEBI:37684
GO:0015591	CHEBI:16988
GO:0015592	CHEBI:17540
GO:0015594	CHEBI:326268
GO:0015603	CHEBI:5975
GO:0015605	CHEBI:25703
GO:0015606	CHEBI:57834
GO:0015607	CHEBI:77636
GO:0015611	CHEBI:16988
GO:0015612	CHEBI:30849
GO:0015614	CHEBI:53455
GO:0015615	CHEBI:40822
GO:0015621	CHEBI:60481
GO:0015624	CHEBI:28199
GO:0015625	CHEBI:28163
GO:0015633	CHEBI:29105
GO:0015636	CHEBI:58951
GO:0015638	CHEBI:64627
GO:0015647	CHEBI:8005
GO:0015648	CHEBI:61082
GO:0015649	CHEBI:15378;CHEBI:57990
GO:0015650	CHEBI:15378;CHEBI:24996
GO:0015651	CHEBI:26469
GO:0015652	CHEBI:15378;CHEBI:26469
GO:0015653	CHEBI:15378;CHEBI:17750
GO:0015654	CHEBI:30477
GO:0015655	CHEBI:29101;CHEBI:66916
GO:0015657	CHEBI:22918;CHEBI:29101
GO:0015658	CHEBI:22918
GO:0015660	CHEBI:15740
GO:0015661	CHEBI:32551
GO:0015662	CHEBI:24870
GO:0015663	CHEBI:50383
GO:0015665	CHEBI:30879
GO:0015670	CHEBI:16526
GO:0015671	CHEBI:15379
GO:0015673	CHEBI:49468
GO:0015675	CHEBI:25516
GO:0015676	CHEBI:35172
GO:0015679	CHEBI:23378
GO:0015685	CHEBI:28199
GO:0015686	CHEBI:60481
GO:0015687	CHEBI:28163
GO:0015689	CHEBI:36264
GO:0015690	CHEBI:63062
GO:0015691	CHEBI:48775
GO:0015692	CHEBI:49807
GO:0015693	CHEBI:18420
GO:0015694	CHEBI:16793
GO:0015697	CHEBI:26469
GO:0015698	CHEBI:24834
GO:0015699	CHEBI:49870
GO:0015700	CHEBI:48597
GO:0015701	CHEBI:17544
GO:0015702	CHEBI:49709
GO:0015703	CHEBI:35404
GO:0015704	CHEBI:29195
GO:0015705	CHEBI:16382
GO:0015706	CHEBI:17632
GO:0015707	CHEBI:16301
GO:0015708	CHEBI:26675
GO:0015709	CHEBI:33542
GO:0015710	CHEBI:30477
GO:0015712	CHEBI:47878
GO:0015713	CHEBI:61304
GO:0015714	CHEBI:58702
GO:0015715	CHEBI:64702
GO:0015716	CHEBI:16215
GO:0015717	CHEBI:35142
GO:0015718	CHEBI:35757
GO:0015719	CHEBI:17536
GO:0015720	CHEBI:15676
GO:0015721	CHEBI:3098
GO:0015723	CHEBI:57977
GO:0015724	CHEBI:15740
GO:0015726	CHEBI:17796
GO:0015727	CHEBI:24996
GO:0015728	CHEBI:36464
GO:0015729	CHEBI:16452
GO:0015730	CHEBI:17272
GO:0015731	CHEBI:65228
GO:0015732	CHEBI:59326
GO:0015733	CHEBI:36208
GO:0015734	CHEBI:507393
GO:0015735	CHEBI:33549
GO:0015736	CHEBI:24591
GO:0015737	CHEBI:24175
GO:0015738	CHEBI:24297
GO:0015739	CHEBI:62944
GO:0015740	CHEBI:61336
GO:0015741	CHEBI:29806
GO:0015742	CHEBI:16810
GO:0015743	CHEBI:15595
GO:0015744	CHEBI:30031
GO:0015745	CHEBI:30929
GO:0015746	CHEBI:16947
GO:0015747	CHEBI:17775
GO:0015748	CHEBI:25703
GO:0015749	CHEBI:35381
GO:0015750	CHEBI:25901
GO:0015751	CHEBI:22599
GO:0015752	CHEBI:16988
GO:0015753	CHEBI:15936
GO:0015754	CHEBI:37690
GO:0015755	CHEBI:28757
GO:0015756	CHEBI:33984
GO:0015757	CHEBI:28260
GO:0015759	CHEBI:22798
GO:0015760	CHEBI:58247
GO:0015761	CHEBI:37684
GO:0015762	CHEBI:26546
GO:0015763	CHEBI:28037
GO:0015764	CHEBI:506227
GO:0015765	CHEBI:60982
GO:0015766	CHEBI:36233
GO:0015767	CHEBI:17716
GO:0015768	CHEBI:17306
GO:0015769	CHEBI:28053
GO:0015770	CHEBI:17992
GO:0015771	CHEBI:27082
GO:0015772	CHEBI:50699
GO:0015773	CHEBI:16634
GO:0015774	CHEBI:18154
GO:0015775	CHEBI:28793
GO:0015777	CHEBI:30049
GO:0015779	CHEBI:24302
GO:0015780	CHEBI:25609
GO:0015782	CHEBI:57812
GO:0015783	CHEBI:64608
GO:0015786	CHEBI:58367
GO:0015787	CHEBI:58052
GO:0015789	CHEBI:57847
GO:0015790	CHEBI:57632
GO:0015791	CHEBI:26191
GO:0015792	CHEBI:22605
GO:0015793	CHEBI:17754
GO:0015794	CHEBI:57597
GO:0015795	CHEBI:30911
GO:0015796	CHEBI:16813
GO:0015797	CHEBI:29864
GO:0015798	CHEBI:17268
GO:0015799	CHEBI:16109
GO:0015801	CHEBI:33856
GO:0015803	CHEBI:22918
GO:0015805	CHEBI:59789
GO:0015806	CHEBI:58252
GO:0015807	CHEBI:59869
GO:0015808	CHEBI:57972
GO:0015810	CHEBI:35391
GO:0015811	CHEBI:35491
GO:0015812	CHEBI:59888
GO:0015813	CHEBI:29985
GO:0015814	CHEBI:60903
GO:0015816	CHEBI:57305
GO:0015818	CHEBI:24898
GO:0015819	CHEBI:32551
GO:0015820	CHEBI:57427
GO:0015821	CHEBI:64558
GO:0015822	CHEBI:46912
GO:0015823	CHEBI:32504
GO:0015824	CHEBI:60039
GO:0015825	CHEBI:33384
GO:0015826	CHEBI:32832
GO:0015827	CHEBI:64554
GO:0015828	CHEBI:58315
GO:0015829	CHEBI:27266
GO:0015830	CHEBI:23673
GO:0015833	CHEBI:60466
GO:0015835	CHEBI:8005
GO:0015836	CHEBI:61082
GO:0015837	CHEBI:32952
GO:0015838	CHEBI:22860
GO:0015839	CHEBI:58384
GO:0015840	CHEBI:16199
GO:0015841	CHEBI:32952
GO:0015842	CHEBI:32952
GO:0015843	CHEBI:59338
GO:0015846	CHEBI:51349
GO:0015847	CHEBI:326268
GO:0015848	CHEBI:57834
GO:0015849	CHEBI:64709
GO:0015850	CHEBI:33822
GO:0015851	CHEBI:18282
GO:0015853	CHEBI:16708
GO:0015854	CHEBI:16235
GO:0015855	CHEBI:26432
GO:0015856	CHEBI:16040
GO:0015857	CHEBI:17568
GO:0015858	CHEBI:33838
GO:0015859	CHEBI:33838
GO:0015860	CHEBI:26394
GO:0015861	CHEBI:17562
GO:0015862	CHEBI:16704
GO:0015863	CHEBI:18107
GO:0015864	CHEBI:26440
GO:0015865	CHEBI:26395
GO:0015866	CHEBI:456216
GO:0015867	CHEBI:30616
GO:0015868	CHEBI:26400
GO:0015870	CHEBI:15355
GO:0015871	CHEBI:15354
GO:0015876	CHEBI:57288
GO:0015877	CHEBI:15373
GO:0015878	CHEBI:57586
GO:0015879	CHEBI:17126
GO:0015880	CHEBI:57287
GO:0015881	CHEBI:57947
GO:0015882	CHEBI:38290
GO:0015883	CHEBI:57692
GO:0015884	CHEBI:62501
GO:0015885	CHEBI:65340
GO:0015886	CHEBI:30413
GO:0015887	CHEBI:16454
GO:0015888	CHEBI:26948
GO:0015889	CHEBI:30411
GO:0015890	CHEBI:50383
GO:0015895	CHEBI:18310
GO:0015899	CHEBI:40036
GO:0015901	CHEBI:27641
GO:0015903	CHEBI:46081
GO:0015904	CHEBI:77932
GO:0015905	CHEBI:60584
GO:0015908	CHEBI:28868
GO:0015909	CHEBI:57560
GO:0015910	CHEBI:57560
GO:0015911	CHEBI:57560
GO:0015912	CHEBI:58951
GO:0015913	CHEBI:58951
GO:0015914	CHEBI:16247
GO:0015916	CHEBI:58342
GO:0015917	CHEBI:60971
GO:0015918	CHEBI:15889
GO:0015920	CHEBI:16412
GO:0015931	CHEBI:61120
GO:0015932	CHEBI:61120
GO:0015936	CHEBI:57287
GO:0015937	CHEBI:57287
GO:0015938	CHEBI:57287
GO:0015939	CHEBI:16454
GO:0015940	CHEBI:16454
GO:0015941	CHEBI:16454
GO:0015942	CHEBI:15740
GO:0015943	CHEBI:15740
GO:0015945	CHEBI:17790
GO:0015947	CHEBI:16183
GO:0015948	CHEBI:16183
GO:0015957	CHEBI:61081
GO:0015958	CHEBI:61081
GO:0015959	CHEBI:64603
GO:0015960	CHEBI:64603
GO:0015961	CHEBI:64603
GO:0015963	CHEBI:63739
GO:0015964	CHEBI:63739
GO:0015966	CHEBI:63738
GO:0015967	CHEBI:63738
GO:0015969	CHEBI:77828
GO:0015970	CHEBI:77828
GO:0015971	CHEBI:77828
GO:0015972	CHEBI:142410
GO:0015973	CHEBI:142410
GO:0015974	CHEBI:142410
GO:0015994	CHEBI:28966
GO:0015995	CHEBI:28966
GO:0015996	CHEBI:28966
GO:0016018	CHEBI:4031
GO:0016019	CHEBI:8005
GO:0016024	CHEBI:58332
GO:0016031	CHEBI:17843
GO:0016042	CHEBI:18059
GO:0016051	CHEBI:16646
GO:0016052	CHEBI:16646
GO:0016070	CHEBI:33697
GO:0016072	CHEBI:18111
GO:0016075	CHEBI:18111
GO:0016091	CHEBI:16019
GO:0016092	CHEBI:16019
GO:0016093	CHEBI:26199
GO:0016094	CHEBI:26199
GO:0016095	CHEBI:26199
GO:0016098	CHEBI:25409
GO:0016099	CHEBI:25409
GO:0016100	CHEBI:25409
GO:0016101	CHEBI:23849
