# GO term -> ChEBI (logical-definition cross-products, go-plus.json)
GO:0016102	CHEBI:23849
GO:0016103	CHEBI:23849
GO:0016104	CHEBI:36615
GO:0016105	CHEBI:36615
GO:0016106	CHEBI:26658
GO:0016107	CHEBI:26658
GO:0016109	CHEBI:26935
GO:0016110	CHEBI:26935
GO:0016112	CHEBI:26207
GO:0016113	CHEBI:26207
GO:0016114	CHEBI:26873
GO:0016115	CHEBI:26873
GO:0016116	CHEBI:23044
GO:0016117	CHEBI:23044
GO:0016118	CHEBI:23044
GO:0016119	CHEBI:23042
GO:0016120	CHEBI:23042
GO:0016121	CHEBI:23042
GO:0016122	CHEBI:27325
GO:0016123	CHEBI:27325
GO:0016124	CHEBI:27325
GO:0016125	CHEBI:15889
GO:0016126	CHEBI:15889
GO:0016127	CHEBI:15889
GO:0016129	CHEBI:26124
GO:0016130	CHEBI:26124
GO:0016131	CHEBI:22921
GO:0016132	CHEBI:22921
GO:0016133	CHEBI:22921
GO:0016134	CHEBI:26605
GO:0016135	CHEBI:26605
GO:0016136	CHEBI:26605
GO:0016137	CHEBI:24400
GO:0016138	CHEBI:24400
GO:0016139	CHEBI:24400
GO:0016144	CHEBI:35275
GO:0016145	CHEBI:35275
GO:0016151	CHEBI:25516
GO:0016168	CHEBI:28966
GO:0016169	CHEBI:90965
GO:0016208	CHEBI:456215
GO:0016226	CHEBI:30408
GO:0016260	CHEBI:57843
GO:0016261	CHEBI:57843
GO:0016463	CHEBI:29105
GO:0016486	CHEBI:25905
GO:0016487	CHEBI:28600
GO:0016488	CHEBI:28600
GO:0016501	CHEBI:57403
GO:0016502	CHEBI:36976
GO:0016530	CHEBI:25213
GO:0016531	CHEBI:23378
GO:0016594	CHEBI:57305
GO:0016595	CHEBI:14321
GO:0016596	CHEBI:64610
GO:0016597	CHEBI:35238
GO:0016907	CHEBI:15355
GO:0016917	CHEBI:59888
GO:0016918	CHEBI:15035
GO:0016936	CHEBI:24163
GO:0017032	CHEBI:29103;CHEBI:35238
GO:0017046	CHEBI:25905
GO:0017076	CHEBI:26395
GO:0017089	CHEBI:33563
GO:0017129	CHEBI:17855
GO:0017153	CHEBI:28965;CHEBI:29101
GO:0018146	CHEBI:233516
GO:0018173	CHEBI:25909;CHEBI:25921
GO:0018189	CHEBI:58442
GO:0018400	CHEBI:20056
GO:0018401	CHEBI:58419
GO:0018867	CHEBI:36740
GO:0018872	CHEBI:28506
GO:0018874	CHEBI:16150
GO:0018876	CHEBI:27991
GO:0018877	CHEBI:28428
GO:0018879	CHEBI:17097
GO:0018880	CHEBI:27757
GO:0018881	CHEBI:58046
GO:0018885	CHEBI:27385
GO:0018887	CHEBI:63476
GO:0018888	CHEBI:62074
GO:0018890	CHEBI:16698
GO:0018892	CHEBI:57592
GO:0018893	CHEBI:28145
GO:0018894	CHEBI:28891
GO:0018896	CHEBI:23681
GO:0018900	CHEBI:15767
GO:0018901	CHEBI:19351
GO:0018903	CHEBI:18918
GO:0018905	CHEBI:28887
GO:0018906	CHEBI:27642
GO:0018907	CHEBI:28262
GO:0018909	CHEBI:23872
GO:0018910	CHEBI:16716
GO:0018911	CHEBI:28222
GO:0018914	CHEBI:28097
GO:0018915	CHEBI:16101
GO:0018916	CHEBI:27798
GO:0018919	CHEBI:32888
GO:0018920	CHEBI:133673
GO:0018921	CHEBI:17069
GO:0018922	CHEBI:28909
GO:0018924	CHEBI:25147
GO:0018926	CHEBI:25224
GO:0018929	CHEBI:28826
GO:0018933	CHEBI:18723
GO:0018937	CHEBI:28787
GO:0018942	CHEBI:25707
GO:0018944	CHEBI:27086
GO:0018954	CHEBI:25879
GO:0018958	CHEBI:33853
GO:0018960	CHEBI:57917
GO:0018963	CHEBI:17563
GO:0018964	CHEBI:16052
GO:0018966	CHEBI:27452
GO:0018968	CHEBI:26911
GO:0018969	CHEBI:18022
GO:0018970	CHEBI:17578
GO:0018976	CHEBI:18859
GO:0018977	CHEBI:16130
GO:0018979	CHEBI:16602
GO:0018982	CHEBI:18346
GO:0018984	CHEBI:25478
GO:0019001	CHEBI:61292
GO:0019002	CHEBI:58115
GO:0019003	CHEBI:58189
GO:0019090	CHEBI:18111
GO:0019103	CHEBI:26441
GO:0019182	CHEBI:17996
GO:0019191	CHEBI:17057
GO:0019196	CHEBI:144817
GO:0019240	CHEBI:57743
GO:0019241	CHEBI:57743
GO:0019242	CHEBI:17158
GO:0019244	CHEBI:24996
GO:0019249	CHEBI:24996
GO:0019252	CHEBI:28017
GO:0019255	CHEBI:57629
GO:0019256	CHEBI:28217
GO:0019258	CHEBI:35227
GO:0019260	CHEBI:27789
GO:0019261	CHEBI:28618
GO:0019262	CHEBI:35418
GO:0019263	CHEBI:40611
GO:0019270	CHEBI:58396
GO:0019271	CHEBI:58396
GO:0019276	CHEBI:57847
GO:0019277	CHEBI:57847
GO:0019287	CHEBI:36464;CHEBI:128769;CHEBI:57288
GO:0019288	CHEBI:57792;CHEBI:128769
GO:0019289	CHEBI:74252
GO:0019294	CHEBI:16064
GO:0019295	CHEBI:58319
GO:0019298	CHEBI:58596
GO:0019300	CHEBI:26546
GO:0019301	CHEBI:26546
GO:0019302	CHEBI:16988
GO:0019303	CHEBI:16988
GO:0019305	CHEBI:61119
GO:0019306	CHEBI:58224
GO:0019307	CHEBI:37684
GO:0019308	CHEBI:35251
GO:0019309	CHEBI:37684
GO:0019310	CHEBI:24848
GO:0019315	CHEBI:40822
GO:0019316	CHEBI:40822
GO:0019318	CHEBI:18133
GO:0019319	CHEBI:18133
GO:0019320	CHEBI:18133
GO:0019321	CHEBI:25901
GO:0019322	CHEBI:25901
GO:0019323	CHEBI:25901
GO:0019324	CHEBI:28480
GO:0019330	CHEBI:22307
GO:0019334	CHEBI:28768
GO:0019335	CHEBI:48982
GO:0019336	CHEBI:33853
GO:0019337	CHEBI:17300
GO:0019338	CHEBI:58217
GO:0019339	CHEBI:27928
GO:0019340	CHEBI:28145
GO:0019341	CHEBI:28891
GO:0019342	CHEBI:58290
GO:0019344	CHEBI:35235
GO:0019346	CHEBI:58161;CHEBI:35235;CHEBI:58199
GO:0019347	CHEBI:21165
GO:0019350	CHEBI:30049
GO:0019354	CHEBI:60052
GO:0019357	CHEBI:25534
GO:0019358	CHEBI:25534
GO:0019359	CHEBI:25527
GO:0019361	CHEBI:61378
GO:0019363	CHEBI:36980
GO:0019364	CHEBI:36980
GO:0019365	CHEBI:36980
GO:0019369	CHEBI:32395
GO:0019370	CHEBI:62942
GO:0019374	CHEBI:5254
GO:0019375	CHEBI:5254
GO:0019376	CHEBI:5254
GO:0019377	CHEBI:33563
GO:0019380	CHEBI:51057
GO:0019381	CHEBI:15930
GO:0019382	CHEBI:27385
GO:0019383	CHEBI:15396
GO:0019384	CHEBI:28579
GO:0019385	CHEBI:16183;CHEBI:30089
GO:0019386	CHEBI:16183;CHEBI:16526
GO:0019387	CHEBI:16183;CHEBI:17790
GO:0019388	CHEBI:28260
GO:0019396	CHEBI:16918
GO:0019401	CHEBI:17522
GO:0019402	CHEBI:16813
GO:0019403	CHEBI:16813
GO:0019404	CHEBI:16813
GO:0019405	CHEBI:17522
GO:0019406	CHEBI:24583
GO:0019407	CHEBI:24583
GO:0019413	CHEBI:30089
GO:0019428	CHEBI:15676
GO:0019429	CHEBI:28266
GO:0019432	CHEBI:17855
GO:0019433	CHEBI:17855
GO:0019435	CHEBI:51078
GO:0019436	CHEBI:51078
GO:0019448	CHEBI:35235
GO:0019464	CHEBI:28938;CHEBI:57305
GO:0019470	CHEBI:58375
GO:0019475	CHEBI:32551
GO:0019477	CHEBI:32551
GO:0019478	CHEBI:59871
GO:0019483	CHEBI:57966
GO:0019484	CHEBI:57966
GO:0019491	CHEBI:58515
GO:0019497	CHEBI:24536
GO:0019499	CHEBI:18407
GO:0019500	CHEBI:18407
GO:0019501	CHEBI:28506
GO:0019504	CHEBI:35280
GO:0019505	CHEBI:27810
GO:0019506	CHEBI:27684
GO:0019519	CHEBI:25899
GO:0019521	CHEBI:18391
GO:0019524	CHEBI:24966
GO:0019526	CHEBI:25899
GO:0019527	CHEBI:25899
GO:0019529	CHEBI:507393
GO:0019530	CHEBI:507393
GO:0019531	CHEBI:30623
GO:0019532	CHEBI:30623
GO:0019533	CHEBI:17057
GO:0019535	CHEBI:61375
GO:0019536	CHEBI:9973
GO:0019537	CHEBI:9973
GO:0019541	CHEBI:17272
GO:0019542	CHEBI:17272
GO:0019543	CHEBI:17272
GO:0019563	CHEBI:17754
GO:0019566	CHEBI:22599
GO:0019567	CHEBI:22599
GO:0019568	CHEBI:22599
GO:0019571	CHEBI:46994
GO:0019572	CHEBI:30849
GO:0019578	CHEBI:22289
GO:0019579	CHEBI:22289
GO:0019580	CHEBI:16537
GO:0019585	CHEBI:24297
GO:0019592	CHEBI:29864
GO:0019593	CHEBI:29864
GO:0019594	CHEBI:29864
GO:0019596	CHEBI:32382
GO:0019599	CHEBI:27996
GO:0019605	CHEBI:17968
GO:0019606	CHEBI:16763
GO:0019607	CHEBI:50048
GO:0019608	CHEBI:18723
GO:0019610	CHEBI:58149
GO:0019612	CHEBI:28856
GO:0019614	CHEBI:33566
GO:0019617	CHEBI:15361;CHEBI:16452;CHEBI:36241
GO:0019618	CHEBI:15775;CHEBI:36241
GO:0019619	CHEBI:36241
GO:0019622	CHEBI:63469
GO:0019626	CHEBI:58951
GO:0019627	CHEBI:16199
GO:0019628	CHEBI:17775
GO:0019631	CHEBI:29751
GO:0019632	CHEBI:36208
GO:0019633	CHEBI:36208
GO:0019634	CHEBI:16215
GO:0019635	CHEBI:57418
GO:0019636	CHEBI:57488
GO:0019637	CHEBI:25710
GO:0019639	CHEBI:16271
GO:0019653	CHEBI:35584
GO:0019654	CHEBI:30089
GO:0019655	CHEBI:16236
GO:0019657	CHEBI:17272
GO:0019658	CHEBI:24996;CHEBI:30089;CHEBI:4167
GO:0019664	CHEBI:15740;CHEBI:16236;CHEBI:16810;CHEBI:24996;CHEBI:30031;CHEBI:30089;CHEBI:58702
GO:0019667	CHEBI:57972
GO:0019669	CHEBI:57305
GO:0019673	CHEBI:57527
GO:0019674	CHEBI:57540
GO:0019677	CHEBI:57540
GO:0019680	CHEBI:57326
GO:0019682	CHEBI:58027
GO:0019683	CHEBI:58027
GO:0019693	CHEBI:26562
GO:0019694	CHEBI:134249
GO:0019695	CHEBI:15354
GO:0019697	CHEBI:57737;CHEBI:17151
GO:0019698	CHEBI:12952
GO:0019700	CHEBI:16215
GO:0019720	CHEBI:21437
GO:0019741	CHEBI:25872
GO:0019742	CHEBI:25872
GO:0019743	CHEBI:51963
GO:0019745	CHEBI:25872
GO:0019746	CHEBI:51963
GO:0019751	CHEBI:26191
GO:0019752	CHEBI:29067
GO:0019755	CHEBI:64708
GO:0019756	CHEBI:23436
GO:0019760	CHEBI:24279
GO:0019761	CHEBI:24279
GO:0019762	CHEBI:24279
GO:0019805	CHEBI:29959
GO:0019808	CHEBI:51349
GO:0019809	CHEBI:57834
GO:0019810	CHEBI:326268
GO:0019811	CHEBI:60056
GO:0019825	CHEBI:15379
GO:0019826	CHEBI:25805
GO:0019829	CHEBI:23906
GO:0019840	CHEBI:24913
GO:0019841	CHEBI:50211
GO:0019843	CHEBI:18111
GO:0019852	CHEBI:38290
GO:0019853	CHEBI:38290
GO:0019854	CHEBI:38290
GO:0019856	CHEBI:26432
GO:0019858	CHEBI:16040
GO:0019859	CHEBI:17821
GO:0019860	CHEBI:17568
GO:0019872	CHEBI:58007
GO:0019876	CHEBI:25614
GO:0019889	CHEBI:27601
GO:0019990	CHEBI:27601
GO:0019992	CHEBI:18035
GO:0020027	CHEBI:35143
GO:0020028	CHEBI:35143
GO:0020037	CHEBI:30413
GO:0022818	CHEBI:29101
GO:0022819	CHEBI:29103
GO:0022821	CHEBI:24431;CHEBI:29103
GO:0022834	CHEBI:24431
GO:0022839	CHEBI:24867
GO:0022841	CHEBI:29103
GO:0022843	CHEBI:23906
GO:0022848	CHEBI:23906;CHEBI:15355
GO:0022849	CHEBI:29108;CHEBI:14321
GO:0022850	CHEBI:23906;CHEBI:350546
GO:0022851	CHEBI:17996;CHEBI:59888
GO:0022852	CHEBI:17996;CHEBI:57305
GO:0022853	CHEBI:24867
GO:0022858	CHEBI:66916
GO:0022884	CHEBI:33694
GO:0022885	CHEBI:48081
GO:0030001	CHEBI:25213
GO:0030002	CHEBI:23905
GO:0030003	CHEBI:23906
GO:0030007	CHEBI:29103
GO:0030026	CHEBI:29035
GO:0030072	CHEBI:25905
GO:0030103	CHEBI:9937
GO:0030145	CHEBI:29035
GO:0030148	CHEBI:26739
GO:0030149	CHEBI:26739
GO:0030151	CHEBI:37239
GO:0030152	CHEBI:48081
GO:0030166	CHEBI:37396
GO:0030167	CHEBI:37396
GO:0030170	CHEBI:597326
GO:0030171	CHEBI:15378
GO:0030184	CHEBI:16480
GO:0030185	CHEBI:16480
GO:0030186	CHEBI:16796
GO:0030187	CHEBI:16796
GO:0030200	CHEBI:24499
GO:0030201	CHEBI:24499
GO:0030202	CHEBI:233528
GO:0030203	CHEBI:18085
GO:0030207	CHEBI:26349
GO:0030209	CHEBI:64602
GO:0030210	CHEBI:233528
GO:0030211	CHEBI:233528
GO:0030212	CHEBI:16336
GO:0030213	CHEBI:16336
GO:0030214	CHEBI:16336
GO:0030226	CHEBI:39015
GO:0030228	CHEBI:6495
GO:0030243	CHEBI:18246
GO:0030244	CHEBI:18246
GO:0030245	CHEBI:18246
GO:0030246	CHEBI:16646
GO:0030247	CHEBI:18154
GO:0030248	CHEBI:18246
GO:0030284	CHEBI:23965
GO:0030299	CHEBI:16113
GO:0030301	CHEBI:16113
GO:0030302	CHEBI:4431
GO:0030309	CHEBI:26174
GO:0030310	CHEBI:26174
GO:0030311	CHEBI:26174
GO:0030321	CHEBI:17996
GO:0030328	CHEBI:60941
GO:0030388	CHEBI:16905
GO:0030389	CHEBI:24103
GO:0030391	CHEBI:24103
GO:0030392	CHEBI:24103
GO:0030393	CHEBI:61393
GO:0030395	CHEBI:17716
GO:0030416	CHEBI:59338
GO:0030418	CHEBI:58249
GO:0030492	CHEBI:35143
GO:0030494	CHEBI:38201
GO:0030495	CHEBI:38201
GO:0030505	CHEBI:33019
GO:0030551	CHEBI:23447
GO:0030552	CHEBI:58165
GO:0030553	CHEBI:57746
GO:0030554	CHEBI:61293
GO:0030573	CHEBI:36235
GO:0030632	CHEBI:57416
GO:0030638	CHEBI:26188
GO:0030639	CHEBI:26188
GO:0030640	CHEBI:26188
GO:0030642	CHEBI:16189
GO:0030643	CHEBI:43474
GO:0030644	CHEBI:17996
GO:0030645	CHEBI:17968;CHEBI:57288
GO:0030648	CHEBI:22507
GO:0030649	CHEBI:22507
GO:0030651	CHEBI:25903
GO:0030652	CHEBI:25903
GO:0030654	CHEBI:27933
GO:0030655	CHEBI:27933
GO:0030955	CHEBI:29103
GO:0030973	CHEBI:36264
GO:0030974	CHEBI:58937
GO:0030975	CHEBI:18385
GO:0030976	CHEBI:58937
GO:0030977	CHEBI:507393
GO:0030978	CHEBI:22385
GO:0030979	CHEBI:22385
GO:0030980	CHEBI:22385
GO:0031000	CHEBI:27732
GO:0031001	CHEBI:48080
GO:0031108	CHEBI:18359
GO:0031147	CHEBI:90397
GO:0031148	CHEBI:90397
GO:0031161	CHEBI:57880
GO:0031163	CHEBI:25214
GO:0031169	CHEBI:61414
GO:0031171	CHEBI:64492
GO:0031177	CHEBI:61723
GO:0031210	CHEBI:64482
GO:0031221	CHEBI:22590
GO:0031222	CHEBI:22590
GO:0031402	CHEBI:29101
GO:0031403	CHEBI:49713
GO:0031404	CHEBI:17996
GO:0031405	CHEBI:30313
GO:0031406	CHEBI:29067
GO:0031407	CHEBI:62933
GO:0031408	CHEBI:62933
GO:0031418	CHEBI:38290
GO:0031419	CHEBI:30411
GO:0031420	CHEBI:33504
GO:0031427	CHEBI:50681
GO:0031456	CHEBI:17750
GO:0031457	CHEBI:17750
GO:0031458	CHEBI:15710
GO:0031459	CHEBI:17750
GO:0031460	CHEBI:17750
GO:0031525	CHEBI:15409
GO:0031591	CHEBI:46574
GO:0031626	CHEBI:10415
GO:0031919	CHEBI:27306
GO:0031920	CHEBI:17310
GO:0031921	CHEBI:597326
GO:0031922	CHEBI:57761
GO:0031923	CHEBI:16709
GO:0031924	CHEBI:27306
GO:0031925	CHEBI:17310
GO:0031926	CHEBI:597326
GO:0031927	CHEBI:57761
GO:0031928	CHEBI:16709
GO:0031960	CHEBI:50858
GO:0031963	CHEBI:17650
GO:0032025	CHEBI:48828
GO:0032026	CHEBI:18420
GO:0032048	CHEBI:62237
GO:0032049	CHEBI:62237
GO:0032052	CHEBI:36235
GO:0032131	CHEBI:2588
GO:0032149	CHEBI:26546
GO:0032217	CHEBI:57986
GO:0032218	CHEBI:57986
GO:0032238	CHEBI:16335
GO:0032261	CHEBI:26395
GO:0032262	CHEBI:26441
GO:0032263	CHEBI:58115
GO:0032264	CHEBI:58053
GO:0032265	CHEBI:57464
GO:0032266	CHEBI:26034
GO:0032309	CHEBI:62937
GO:0032310	CHEBI:59326
GO:0032322	CHEBI:16389
GO:0032323	CHEBI:30313
GO:0032324	CHEBI:25372
GO:0032325	CHEBI:25372
GO:0032326	CHEBI:21437
GO:0032327	CHEBI:60215
GO:0032328	CHEBI:66916
GO:0032329	CHEBI:35243
GO:0032341	CHEBI:27584
GO:0032342	CHEBI:27584
GO:0032343	CHEBI:27584
GO:0032355	CHEBI:23965
GO:0032361	CHEBI:597326
GO:0032363	CHEBI:58210
GO:0032364	CHEBI:15379
GO:0032365	CHEBI:18059
GO:0032472	CHEBI:29108
GO:0032494	CHEBI:8005
GO:0032495	CHEBI:194491
GO:0032496	CHEBI:16412
GO:0032500	CHEBI:194491
GO:0032523	CHEBI:30584
GO:0032526	CHEBI:15036
GO:0032547	CHEBI:60173
GO:0032548	CHEBI:19255
GO:0032549	CHEBI:18254
GO:0032550	CHEBI:26399
GO:0032551	CHEBI:39446
GO:0032552	CHEBI:140284
GO:0032553	CHEBI:26561
GO:0032554	CHEBI:26390
GO:0032555	CHEBI:26400
GO:0032556	CHEBI:26436
GO:0032557	CHEBI:26446
GO:0032558	CHEBI:61297
GO:0032559	CHEBI:61296
GO:0032560	CHEBI:63573
GO:0032561	CHEBI:61295
GO:0032562	CHEBI:58245
GO:0032563	CHEBI:57667
GO:0032564	CHEBI:61404
GO:0032565	CHEBI:57673
GO:0032566	CHEBI:58595
GO:0032567	CHEBI:61429
GO:0032570	CHEBI:17026
GO:0032571	CHEBI:28384
GO:0032572	CHEBI:16374
GO:0032573	CHEBI:18067
GO:0032774	CHEBI:33697
GO:0032778	CHEBI:48828
GO:0032782	CHEBI:36235
GO:0032787	CHEBI:35757
GO:0032788	CHEBI:64623
GO:0032791	CHEBI:49807
GO:0032841	CHEBI:3306
GO:0032923	CHEBI:16215
GO:0032934	CHEBI:15889
GO:0032935	CHEBI:15889
GO:0032957	CHEBI:25450
GO:0032958	CHEBI:24846
GO:0032959	CHEBI:25450
GO:0032973	CHEBI:35238
GO:0032974	CHEBI:35238
GO:0032975	CHEBI:35238
GO:0033013	CHEBI:26932
GO:0033014	CHEBI:26932
GO:0033015	CHEBI:26932
GO:0033021	CHEBI:16133
GO:0033022	CHEBI:16133
GO:0033037	CHEBI:18154
GO:0033050	CHEBI:487869
GO:0033051	CHEBI:61111
GO:0033067	CHEBI:25106
GO:0033068	CHEBI:25106
GO:0033070	CHEBI:22565
GO:0033072	CHEBI:76842
GO:0033073	CHEBI:17187
GO:0033074	CHEBI:17187
GO:0033075	CHEBI:24921
GO:0033076	CHEBI:24921
GO:0033154	CHEBI:62533
GO:0033156	CHEBI:62533
GO:0033189	CHEBI:12777
GO:0033194	CHEBI:35923
GO:0033195	CHEBI:61050
GO:0033197	CHEBI:33234
GO:0033198	CHEBI:30616
GO:0033212	CHEBI:24875
GO:0033214	CHEBI:5975
GO:0033219	CHEBI:16199
GO:0033221	CHEBI:16199
GO:0033222	CHEBI:18222
GO:0033223	CHEBI:57418
GO:0033225	CHEBI:57418
GO:0033226	CHEBI:57418
GO:0033227	CHEBI:67208
GO:0033228	CHEBI:35235
GO:0033229	CHEBI:35235
GO:0033230	CHEBI:35235
GO:0033232	CHEBI:57932
GO:0033265	CHEBI:15354
GO:0033266	CHEBI:15354
GO:0033271	CHEBI:25448
GO:0033272	CHEBI:58130
GO:0033274	CHEBI:57986
GO:0033280	CHEBI:27300
GO:0033284	CHEBI:29067
GO:0033285	CHEBI:35757
GO:0033286	CHEBI:58515
GO:0033288	CHEBI:85413
GO:0033293	CHEBI:35757
GO:0033294	CHEBI:58515
GO:0033295	CHEBI:85413
GO:0033296	CHEBI:26546
GO:0033300	CHEBI:58070
GO:0033303	CHEBI:64621
GO:0033305	CHEBI:58416
GO:0033306	CHEBI:17327
GO:0033307	CHEBI:17327
GO:0033308	CHEBI:85413
GO:0033310	CHEBI:58416
GO:0033319	CHEBI:57632
GO:0033320	CHEBI:57632
GO:0033322	CHEBI:62936
GO:0033330	CHEBI:169942
GO:0033331	CHEBI:15415
GO:0033332	CHEBI:15415
GO:0033347	CHEBI:26938
GO:0033348	CHEBI:26938
GO:0033350	CHEBI:16689
GO:0033352	CHEBI:57572
GO:0033356	CHEBI:58341
GO:0033357	CHEBI:30849
GO:0033358	CHEBI:58341
GO:0033383	CHEBI:58057
GO:0033384	CHEBI:58057
GO:0033385	CHEBI:57533
GO:0033386	CHEBI:57533
GO:0033398	CHEBI:15333
GO:0033465	CHEBI:46570
GO:0033466	CHEBI:16522
GO:0033468	CHEBI:59825
GO:0033470	CHEBI:58627
GO:0033472	CHEBI:58355
GO:0033473	CHEBI:64631
GO:0033474	CHEBI:64631
GO:0033475	CHEBI:64632
GO:0033477	CHEBI:58252
GO:0033480	CHEBI:57635
GO:0033481	CHEBI:24175
GO:0033482	CHEBI:12952
GO:0033484	CHEBI:16480
GO:0033485	CHEBI:77857
GO:0033486	CHEBI:31463
GO:0033487	CHEBI:144778
GO:0033491	CHEBI:16220
GO:0033493	CHEBI:490095
GO:0033494	CHEBI:29749
GO:0033495	CHEBI:29749
GO:0033497	CHEBI:30023
GO:0033498	CHEBI:12931;CHEBI:28260
GO:0033499	CHEBI:58439;CHEBI:58225;CHEBI:27667
GO:0033500	CHEBI:16646
GO:0033508	CHEBI:15361;CHEBI:29985
GO:0033511	CHEBI:57545
GO:0033520	CHEBI:17327
GO:0033521	CHEBI:58404
GO:0033525	CHEBI:60935
GO:0033529	CHEBI:16634
GO:0033530	CHEBI:16634
GO:0033531	CHEBI:17164
GO:0033532	CHEBI:17164
GO:0033534	CHEBI:28586
GO:0033536	CHEBI:28554
GO:0033559	CHEBI:2580
GO:0033574	CHEBI:17347
GO:0033590	CHEBI:30411
GO:0033591	CHEBI:38290
GO:0033594	CHEBI:38755
GO:0033595	CHEBI:74224
GO:0033609	CHEBI:30623
GO:0033610	CHEBI:30623
GO:0033611	CHEBI:30623
GO:0033691	CHEBI:62944
GO:0033762	CHEBI:5391
GO:0033859	CHEBI:34768
GO:0033865	CHEBI:37123
GO:0033866	CHEBI:37123
GO:0033869	CHEBI:37123
GO:0033875	CHEBI:61079
GO:0033986	CHEBI:17790
GO:0033993	CHEBI:18059
GO:0034014	CHEBI:17855
GO:0034021	CHEBI:30563
GO:0034030	CHEBI:61079
GO:0034031	CHEBI:61079
GO:0034032	CHEBI:61078
GO:0034033	CHEBI:61078
GO:0034034	CHEBI:61078
GO:0034035	CHEBI:64620
GO:0034036	CHEBI:64620
GO:0034037	CHEBI:64620
GO:0034040	CHEBI:18059
GO:0034041	CHEBI:15889
GO:0034046	CHEBI:8290
GO:0034077	CHEBI:62064
GO:0034078	CHEBI:62064
GO:0034079	CHEBI:62064
GO:0034185	CHEBI:39015
GO:0034189	CHEBI:39027
GO:0034194	CHEBI:12931
GO:0034195	CHEBI:53071
GO:0034196	CHEBI:47778
GO:0034197	CHEBI:17855
GO:0034201	CHEBI:30823
GO:0034202	CHEBI:33563
GO:0034203	CHEBI:33563
GO:0034213	CHEBI:29959
GO:0034215	CHEBI:15378;CHEBI:26948
GO:0034219	CHEBI:16646
GO:0034220	CHEBI:24867
GO:0034228	CHEBI:57603
GO:0034229	CHEBI:57603
GO:0034235	CHEBI:24410
GO:0034257	CHEBI:15927
GO:0034258	CHEBI:15927
GO:0034265	CHEBI:17660
GO:0034266	CHEBI:17660
GO:0034275	CHEBI:58454
GO:0034276	CHEBI:58454
GO:0034284	CHEBI:35381
GO:0034285	CHEBI:36233
GO:0034286	CHEBI:17306
GO:0034308	CHEBI:15734
GO:0034309	CHEBI:15734
GO:0034310	CHEBI:15734
GO:0034311	CHEBI:23824
GO:0034312	CHEBI:23824
GO:0034313	CHEBI:23824
GO:0034354	CHEBI:57540;CHEBI:57912
GO:0034355	CHEBI:57540
GO:0034418	CHEBI:17775
GO:0034436	CHEBI:17089
GO:0034465	CHEBI:17245
GO:0034478	CHEBI:60523
GO:0034484	CHEBI:16634
GO:0034487	CHEBI:35238
GO:0034489	CHEBI:35238
GO:0034490	CHEBI:35238
GO:0034491	CHEBI:35238
GO:0034516	CHEBI:27306
GO:0034589	CHEBI:63137
GO:0034590	CHEBI:63137
GO:0034614	CHEBI:26523
GO:0034617	CHEBI:15372
GO:0034618	CHEBI:32696
GO:0034628	CHEBI:57540;CHEBI:29991
GO:0034632	CHEBI:50211
GO:0034633	CHEBI:50211
GO:0034634	CHEBI:57925
GO:0034635	CHEBI:57925
GO:0034638	CHEBI:64482
GO:0034639	CHEBI:59869
GO:0034650	CHEBI:17650
GO:0034651	CHEBI:17650
GO:0034653	CHEBI:15036
GO:0034654	CHEBI:61120
GO:0034655	CHEBI:61120
GO:0034659	CHEBI:28107
GO:0034670	CHEBI:32395
GO:0034694	CHEBI:26333
GO:0034695	CHEBI:26338
GO:0034696	CHEBI:26340
GO:0034697	CHEBI:26345
GO:0034775	CHEBI:57925
GO:0034776	CHEBI:58432
GO:0034986	CHEBI:24875
GO:0035075	CHEBI:16688
GO:0035091	CHEBI:57880
GO:0035094	CHEBI:18723
GO:0035100	CHEBI:16688
GO:0035238	CHEBI:12777
GO:0035240	CHEBI:59905
GO:0035273	CHEBI:17563
GO:0035274	CHEBI:60819
GO:0035275	CHEBI:34687
GO:0035276	CHEBI:16236
GO:0035336	CHEBI:83139
GO:0035337	CHEBI:77636
GO:0035338	CHEBI:83139
GO:0035340	CHEBI:17596
GO:0035344	CHEBI:17368
GO:0035348	CHEBI:57288
GO:0035349	CHEBI:57287
GO:0035350	CHEBI:57692
GO:0035351	CHEBI:30413
GO:0035352	CHEBI:13389
GO:0035353	CHEBI:50383
GO:0035356	CHEBI:17855
GO:0035364	CHEBI:17821
GO:0035373	CHEBI:26349
GO:0035374	CHEBI:37397
GO:0035377	CHEBI:15377
GO:0035378	CHEBI:16526
GO:0035379	CHEBI:16526
GO:0035381	CHEBI:24870;CHEBI:30616
GO:0035382	CHEBI:15889
GO:0035429	CHEBI:18391
GO:0035433	CHEBI:30089
GO:0035434	CHEBI:23378
GO:0035435	CHEBI:43474
GO:0035436	CHEBI:58027
GO:0035438	CHEBI:58805
GO:0035440	CHEBI:50387
GO:0035442	CHEBI:46761
GO:0035443	CHEBI:47923
GO:0035444	CHEBI:25516
GO:0035445	CHEBI:33118
GO:0035498	CHEBI:57485
GO:0035499	CHEBI:57485
GO:0035524	CHEBI:26271
GO:0035594	CHEBI:28892
GO:0035627	CHEBI:17761
GO:0035634	CHEBI:26776
GO:0035639	CHEBI:26398
GO:0035643	CHEBI:57504
GO:0035672	CHEBI:25676
GO:0035673	CHEBI:25676
GO:0035674	CHEBI:35753
GO:0035713	CHEBI:33101
GO:0035714	CHEBI:33101
